"Date","Team","Opp","BO","Pos","PA","H","2B","3B","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+"
"Total","- - -","- - -","- - -","- - -","1130","251","49","0","71","164","185","4","1","9.7 %","24.1 %",".263",".272",".252",".333",".515",".357","124"
"2018-09-30","NYY","@BOS","6","C","3","0","0","0","0","0","0","0","0","33.3 %","33.3 %",".000",".000",".000",".667",".000",".470","202"
"2018-09-28","NYY","@BOS","8","C","5","2","1","0","1","2","1","0","0","20.0 %","20.0 %","1.000",".500",".500",".600","1.500",".794","423"
"2018-09-26","NYY","@TBR","7","C","4","0","0","0","0","1","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-09-25","NYY","@TBR","7","C","5","2","0","0","1","1","4","0","0","20.0 %","0.0 %",".750",".333",".500",".600","1.250",".720","373"
"2018-09-24","NYY","@TBR","8","C","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-23","NYY","BAL","7","C","4","1","0","0","0","0","1","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","32"
"2018-09-22","NYY","BAL","8","C","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-20","NYY","BOS","7","C","4","0","0","0","0","1","0","0","0","25.0 %","50.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-09-19","NYY","BOS","7","C","4","0","0","0","0","2","0","0","0","50.0 %","0.0 %",".000",".000",".000",".500",".000",".345","117"
"2018-09-18","NYY","BOS","7","C","3","0","0","0","0","1","0","0","0","33.3 %","33.3 %",".000",".000",".000",".333",".000",".230","39"
"2018-09-16","NYY","TOR","7","C","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-15","NYY","TOR","5","C","5","0","0","0","0","0","0","0","0","20.0 %","40.0 %",".000",".000",".000",".200",".000",".138","-24"
"2018-09-14","NYY","TOR","7","C","5","3","1","0","0","1","0","0","0","20.0 %","20.0 %",".250","1.000",".750",".800","1.000",".739","386"
"2018-09-12","NYY","@MIN","6","C","3","0","0","0","0","0","0","1","0","33.3 %","33.3 %",".000",".000",".000",".333",".000",".230","39"
"2018-09-11","NYY","@MIN","6","DH","4","0","0","0","0","0","1","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-10","NYY","@MIN","6","C","5","3","1","0","1","2","1","0","0","0.0 %","20.0 %",".800",".667",".600",".600","1.400",".832","449"
"2018-09-09","NYY","@SEA","4","C","4","0","0","0","0","0","0","0","0","25.0 %","0.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-09-07","NYY","@SEA","4","C","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-05","NYY","@OAK","5","C","4","1","0","0","1","1","2","0","0","25.0 %","0.0 %","1.000",".000",".333",".500","1.333",".680","346"
"2018-09-04","NYY","@OAK","6","C","4","1","0","0","0","1","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","32"
"2018-09-03","NYY","@OAK","5","C","4","0","0","0","0","1","0","0","0","25.0 %","50.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-09-02","NYY","DET","4","DH","5","1","0","0","0","0","1","0","0","20.0 %","20.0 %",".000",".333",".250",".400",".250",".314","96"
"2018-09-01","NYY","DET","5","C","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-23","NYY","@TBR","6","C","5","1","0","0","0","0","1","0","0","0.0 %","0.0 %",".000",".200",".200",".200",".200",".176","2"
"2018-07-21","NYY","NYM","4","DH","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-20","NYY","NYM","6","C","5","1","0","0","0","1","0","0","0","0.0 %","40.0 %",".000",".333",".200",".200",".200",".176","2"
"2018-06-24","NYY","@TBR","5","C","5","0","0","0","0","0","0","0","0","20.0 %","20.0 %",".000",".000",".000",".200",".000",".138","-24"
"2018-06-22","NYY","@TBR","5","C","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-06-20","NYY","SEA","6","C","4","2","0","0","1","1","2","0","0","0.0 %","0.0 %","1.000",".500",".667",".750","1.667",".908","501"
"2018-06-19","NYY","SEA","5","C","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-06-17","NYY","TBR","6","C","4","1","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","32"
"2018-06-16","NYY","TBR","5","C","4","1","0","0","1","1","1","0","0","0.0 %","50.0 %",".750",".000",".250",".250","1.000",".508","228"
"2018-06-15","NYY","TBR","6","C","4","1","1","0","0","0","3","0","0","0.0 %","0.0 %",".250",".250",".250",".250",".500",".312","95"
"2018-06-14","NYY","TBR","4","C","4","0","0","0","0","1","0","0","0","50.0 %","25.0 %",".000",".000",".000",".500",".000",".345","117"
"2018-06-10","NYY","@NYM","4","C","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-06-09","NYY","@NYM","4","C","4","0","0","0","0","1","0","0","0","25.0 %","50.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-06-08","NYY","@NYM","5","C","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-06-06","NYY","@TOR","5","DH","6","1","1","0","0","0","0","0","0","0.0 %","33.3 %",".167",".250",".167",".167",".333",".208","24"
"2018-06-05","NYY","@TOR","4","C","4","1","0","0","0","1","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","32"
"2018-06-04","NYY","@DET","3","C","5","0","0","0","0","0","0","0","0","40.0 %","20.0 %",".000",".000",".000",".400",".000",".276","70"
"2018-06-02","NYY","@BAL","5","C","5","0","0","0","0","1","0","0","0","0.0 %","20.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-05-30","NYY","HOU","4","DH","4","1","0","0","0","0","2","0","0","25.0 %","0.0 %",".000",".333",".333",".500",".333",".392","149"
"2018-05-29","NYY","HOU","5","C","5","0","0","0","0","0","0","0","0","0.0 %","60.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-05-28","NYY","HOU","3","C","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-05-27","NYY","LAA","4","C","4","0","0","0","0","1","0","0","0","25.0 %","50.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-05-26","NYY","LAA","5","DH","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-05-25","NYY","LAA","4","C","4","1","0","0","0","0","0","0","0","25.0 %","0.0 %",".000",".333",".333",".500",".333",".392","149"
"2018-05-23","NYY","@TEX","8","PH","1","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-05-22","NYY","@TEX","4","C","3","0","0","0","0","0","0","0","0","66.7 %","0.0 %",".000",".000",".000",".667",".000",".460","195"
"2018-05-21","NYY","@TEX","5","C","5","2","1","0","0","2","0","0","0","0.0 %","20.0 %",".200",".500",".400",".400",".600",".425","172"
"2018-05-19","NYY","@KCR","4","C","5","4","1","0","2","2","3","0","0","0.0 %","0.0 %","1.400",".667",".800",".800","2.200","1.238","726"
"2018-05-18","NYY","@KCR","5","C","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-05-15","NYY","@WSN","4","C","5","2","2","0","0","0","0","0","0","20.0 %","0.0 %",".500",".500",".500",".600","1.000",".637","316"
"2018-05-13","NYY","OAK","5","C","4","0","0","0","0","0","0","0","0","50.0 %","0.0 %",".000",".000",".000",".500",".000",".345","117"
"2018-05-12","NYY","OAK","5","C","6","2","0","0","1","3","1","0","0","33.3 %","16.7 %",".750",".500",".500",".667","1.250",".715","369"
"2018-05-11","NYY","OAK","8","PH-C","1","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-05-10","NYY","BOS","5","C","4","0","0","0","0","0","0","0","0","50.0 %","0.0 %",".000",".000",".000",".500",".000",".345","117"
"2018-05-09","NYY","BOS","5","C","4","2","0","0","0","0","1","0","0","0.0 %","0.0 %",".000",".500",".667",".500",".667",".440","182"
"2018-05-08","NYY","BOS","5","C","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-05-06","NYY","CLE","4","C","4","0","0","0","0","0","0","0","0","0.0 %","75.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-05-04","NYY","CLE","5","C","5","1","0","0","1","1","1","0","0","20.0 %","20.0 %",".750",".000",".250",".400","1.000",".544","253"
"2018-05-03","NYY","@HOU","5","C","4","0","0","0","0","1","0","0","0","50.0 %","50.0 %",".000",".000",".000",".500",".000",".345","117"
"2018-05-02","NYY","@HOU","5","DH","4","0","0","0","0","0","0","0","0","25.0 %","50.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-05-01","NYY","@HOU","5","C","4","2","0","0","1","1","3","0","0","0.0 %","25.0 %",".750",".500",".500",".500","1.250",".728","378"
"2018-04-30","NYY","@HOU","4","DH-C","4","0","0","0","0","0","0","0","0","25.0 %","50.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-04-29","NYY","@LAA","5","C","4","1","0","0","1","1","2","0","0","0.0 %","50.0 %",".750",".000",".250",".250","1.000",".508","228"
"2018-04-28","NYY","@LAA","5","C","5","2","2","0","0","3","1","0","0","20.0 %","20.0 %",".500",".667",".500",".600","1.000",".637","316"
"2018-04-27","NYY","@LAA","5","C","5","0","0","0","0","1","0","0","0","20.0 %","40.0 %",".000",".000",".000",".200",".000",".138","-24"
"2018-04-26","NYY","MIN","5","C","4","1","0","0","1","1","3","0","0","0.0 %","25.0 %",".750",".000",".250",".250","1.000",".508","228"
"2018-04-25","NYY","MIN","5","DH","5","0","0","0","0","1","0","0","0","40.0 %","0.0 %",".000",".000",".000",".400",".000",".276","70"
"2018-04-24","NYY","MIN","5","C","4","2","0","0","2","2","3","0","0","0.0 %","25.0 %","1.500",".000",".500",".500","2.000","1.015","574"
"2018-04-23","NYY","MIN","5","C","5","1","1","0","0","1","2","0","0","20.0 %","20.0 %",".250",".333",".250",".400",".500",".387","146"
"2018-04-22","NYY","TOR","5","DH","4","1","1","0","0","2","0","0","0","25.0 %","25.0 %",".333",".500",".333",".500",".667",".484","212"
"2018-04-20","NYY","TOR","5","C","4","0","0","0","0","0","0","0","0","0.0 %","75.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-04-19","NYY","TOR","5","C","4","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","32"
"2018-04-17","NYY","MIA","5","C","4","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","32"
"2018-04-16","NYY","MIA","5","C","5","3","0","0","0","1","3","0","0","20.0 %","20.0 %",".000","1.000",".750",".800",".750",".666","336"
"2018-04-13","NYY","@DET","5","C","5","1","1","0","0","1","0","0","0","0.0 %","40.0 %",".200",".333",".200",".200",".400",".249","52"
"2018-04-12","NYY","@BOS","5","C","4","1","1","0","0","0","3","0","0","0.0 %","50.0 %",".250",".500",".250",".250",".500",".312","95"
"2018-04-11","NYY","@BOS","5","C","5","3","1","0","2","3","4","0","0","0.0 %","0.0 %","1.400",".333",".600",".600","2.000","1.062","606"
"2018-04-10","NYY","@BOS","4","DH","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-04-06","NYY","BAL","5","C","6","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-04-05","NYY","BAL","5","C","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".250",".000",".180","5"
"2018-04-04","NYY","TBR","4","DH","4","1","0","0","1","1","2","0","0","0.0 %","25.0 %",".750",".000",".250",".250","1.000",".508","228"
"2018-04-03","NYY","TBR","5","C","5","0","0","0","0","0","0","0","0","0.0 %","20.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-04-01","NYY","@TOR","9","PH","1","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-03-31","NYY","@TOR","5","C","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-03-30","NYY","@TOR","5","C","4","0","0","0","0","1","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-03-29","NYY","@TOR","4","C","5","1","1","0","0","0","1","0","0","0.0 %","20.0 %",".200",".250",".200",".200",".400",".249","52"
"2017-09-30","NYY","TOR","3","C","4","1","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".219","28"
"2017-09-28","NYY","TBR","3","C","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".250",".000",".181","2"
"2017-09-27","NYY","TBR","3","C","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-09-26","NYY","TBR","3","C","5","1","0","0","0","0","1","0","0","20.0 %","0.0 %",".000",".250",".250",".400",".250",".314","93"
"2017-09-25","NYY","KCR","3","C","5","3","1","0","1","1","1","0","0","0.0 %","20.0 %",".800",".667",".600",".600","1.400",".818","437"
"2017-09-23","NYY","@TOR","3","C","4","1","1","0","0","1","0","0","0","25.0 %","0.0 %",".333",".333",".333",".500",".667",".481","207"
"2017-09-22","NYY","@TOR","3","C","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-09-20","NYY","MIN","3","C","4","3","0","0","1","2","2","0","0","0.0 %","0.0 %",".750",".667",".750",".750","1.500",".933","516"
"2017-09-19","NYY","MIN","3","C","5","1","0","0","0","0","0","0","0","0.0 %","40.0 %",".000",".333",".200",".200",".200",".175","-2"
"2017-09-18","NYY","MIN","3","C","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-09-17","NYY","BAL","3","C","5","0","0","0","0","1","0","0","0","20.0 %","60.0 %",".000",".000",".000",".200",".000",".139","-27"
"2017-09-15","NYY","BAL","3","C","4","2","0","0","0","0","1","0","0","0.0 %","0.0 %",".000",".500",".500",".500",".500",".438","178"
"2017-09-14","NYY","BAL","3","C","4","2","1","0","1","2","2","0","0","0.0 %","0.0 %","1.000",".333",".500",".500","1.500",".803","427"
"2017-09-13","NYY","@TBR","3","DH","5","2","1","0","0","0","0","0","0","0.0 %","40.0 %",".200",".667",".400",".400",".600",".422","167"
"2017-09-12","NYY","@TBR","3","C","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-09-11","NYY","@TBR","3","C","4","1","0","0","0","1","0","0","0","25.0 %","25.0 %",".000",".500",".333",".500",".333",".392","146"
"2017-09-10","NYY","@TEX","3","DH","5","3","1","0","2","4","2","0","0","0.0 %","0.0 %","1.750",".500",".750",".800","2.500","1.183","687"
"2017-09-09","NYY","@TEX","3","C","5","1","0","0","0","0","0","0","0","0.0 %","20.0 %",".000",".250",".200",".200",".200",".175","-2"
"2017-09-08","NYY","@TEX","3","C","4","2","0","0","0","0","2","0","0","25.0 %","0.0 %",".000",".667",".667",".750",".667",".612","296"
"2017-09-03","NYY","BOS","3","C","5","2","0","0","0","1","1","0","0","0.0 %","40.0 %",".000",".667",".400",".400",".400",".351","118"
"2017-09-02","NYY","BOS","3","C","4","2","0","0","0","0","1","0","0","0.0 %","0.0 %",".000",".500",".500",".500",".500",".438","178"
"2017-09-01","NYY","BOS","3","C","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-08-31","NYY","BOS","3","C","5","2","0","0","1","1","2","0","0","0.0 %","40.0 %",".600",".500",".400",".400","1.000",".571","269"
"2017-08-30","NYY","CLE","3","DH","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-08-30","NYY","CLE","3","C","4","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".219","28"
"2017-08-28","NYY","CLE","3","C","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-08-27","NYY","SEA","3","C","5","2","0","0","0","1","1","0","0","20.0 %","20.0 %",".000",".667",".500",".600",".500",".489","213"
"2017-08-26","NYY","SEA","3","DH","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-08-25","NYY","SEA","3","C","5","1","0","0","0","0","0","0","0","0.0 %","20.0 %",".000",".250",".200",".200",".200",".175","-2"
"2017-08-24","NYY","@DET","3","DH-C","5","2","0","0","1","1","2","0","0","0.0 %","20.0 %",".750",".500",".500",".600","1.250",".716","368"
"2017-08-23","NYY","@DET","3","C","5","2","0","0","1","2","3","0","0","0.0 %","0.0 %",".600",".250",".400",".400","1.000",".571","269"
"2017-08-22","NYY","@DET","3","C","6","3","0","0","2","2","4","0","0","0.0 %","33.3 %","1.000",".500",".500",".500","1.500",".806","429"
"2017-08-20","NYY","@BOS","5","C","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".173","-3"
"2017-08-19","NYY","@BOS","4","C","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-08-18","NYY","@BOS","4","DH","5","1","0","0","1","1","1","0","0","0.0 %","40.0 %",".600",".000",".200",".200",".800",".396","149"
"2017-08-17","NYY","@NYM","4","C","4","2","0","0","1","1","5","0","0","0.0 %","0.0 %",".750",".333",".500",".500","1.250",".714","366"
"2017-08-16","NYY","@NYM","5","C","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".173","-3"
"2017-08-15","NYY","NYM","5","C","4","2","0","0","1","1","2","0","0","0.0 %","25.0 %","1.000",".500",".667",".500","1.667",".714","366"
"2017-08-14","NYY","NYM","5","C","4","2","0","0","1","1","2","0","0","0.0 %","25.0 %","1.000",".500",".667",".500","1.667",".714","366"
"2017-08-13","NYY","BOS","4","DH-C","5","1","0","0","0","0","0","0","0","20.0 %","40.0 %",".000",".500",".250",".400",".250",".314","93"
"2017-08-12","NYY","BOS","4","C","4","2","1","0","1","1","2","0","0","0.0 %","0.0 %","1.000",".333",".500",".500","1.500",".803","427"
"2017-08-11","NYY","BOS","2","DH-C","4","1","0","0","0","1","0","0","0","25.0 %","25.0 %",".000",".500",".333",".500",".333",".392","146"
"2017-08-10","NYY","@TOR","5","C","4","1","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".500",".333",".500",".333",".392","146"
"2017-08-09","NYY","@TOR","5","C","5","2","0","0","1","2","1","0","0","0.0 %","40.0 %",".600",".500",".400",".400","1.000",".571","269"
"2017-08-08","NYY","@TOR","4","C","4","0","0","0","0","1","0","0","0","25.0 %","25.0 %",".000",".000",".000",".500",".000",".354","120"
"2017-08-05","NYY","@CLE","5","DH","4","0","0","0","0","0","0","0","0","25.0 %","50.0 %",".000",".000",".000",".250",".000",".173","-3"
"2017-08-04","NYY","@CLE","4","C","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-08-03","NYY","@CLE","4","DH","3","1","0","0","1","1","1","0","0","0.0 %","66.7 %","1.000",".000",".333",".333","1.333",".660","329"
"2017-08-02","NYY","DET","4","C","4","1","1","0","0","0","0","0","0","0.0 %","0.0 %",".333",".333",".333",".500",".667",".489","212"
"2017-08-01","NYY","DET","4","C","4","2","1","0","0","2","0","0","0","0.0 %","0.0 %",".250",".500",".500",".500",".750",".527","239"
"2017-07-31","NYY","DET","4","C","4","0","0","0","0","1","1","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-07-30","NYY","TBR","9","C","1","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2017-07-29","NYY","TBR","4","C","4","2","1","0","1","2","1","0","0","0.0 %","25.0 %","1.000",".500",".500",".500","1.500",".803","427"
"2017-07-28","NYY","TBR","4","C","4","1","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".500",".333",".500",".333",".292","78"
"2017-07-27","NYY","TBR","4","C","5","2","0","0","1","1","2","0","0","0.0 %","20.0 %",".600",".333",".400",".400","1.000",".571","269"
