"Date","Team","Opp","BO","Pos","PA","H","2B","3B","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+"
"Total","- - -","- - -","- - -","- - -","799","151","28","7","12","83","50","24","9","4.6 %","30.8 %",".107",".294",".207",".260",".314",".253","56"
"2018-09-28","CHW","@MIN","9","CF","3","0","0","0","0","0","0","0","0","0.0 %","33.3 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-26","CHW","CLE","9","CF","4","1","0","0","0","0","1","0","0","25.0 %","25.0 %",".000",".500",".333",".500",".333",".392","152"
"2018-09-25","CHW","CLE","9","CF","4","1","0","0","0","1","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","34"
"2018-09-23","CHW","CHC","9","CF","3","0","0","0","0","0","0","0","0","0.0 %","33.3 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-22","CHW","CHC","9","CF","3","1","0","0","0","0","0","0","0","0.0 %","66.7 %",".000","1.000",".333",".333",".333",".293","84"
"2018-09-21","CHW","CHC","9","CF","4","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","34"
"2018-09-20","CHW","@CLE","9","CF","5","1","0","0","0","1","0","0","0","20.0 %","20.0 %",".000",".500",".333",".600",".333",".458","197"
"2018-09-18","CHW","@CLE","9","CF","3","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-16","CHW","@BAL","9","CF","4","2","0","0","0","0","0","0","0","0.0 %","50.0 %",".000","1.000",".500",".500",".500",".440","184"
"2018-09-15","CHW","@BAL","9","CF","3","2","0","0","0","0","0","0","2","0.0 %","0.0 %",".000",".667",".667",".667",".667",".586","284"
"2018-09-14","CHW","@BAL","5","CF","0","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000",""
"2018-09-12","CHW","@KCR","8","CF","5","2","0","1","0","1","0","1","0","20.0 %","0.0 %",".500",".500",".500",".600","1.000",".629","314"
"2018-09-11","CHW","@KCR","9","CF","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","2"
"2018-09-10","CHW","@KCR","9","CF","4","1","0","0","1","1","1","0","0","0.0 %","0.0 %",".750",".000",".250",".250","1.000",".508","231"
"2018-09-09","CHW","LAA","8","CF","3","0","0","0","0","0","0","0","0","0.0 %","66.7 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-08","CHW","LAA","9","CF","3","0","0","0","0","0","0","0","0","0.0 %","33.3 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-07","CHW","LAA","9","CF","3","1","0","0","0","0","0","0","0","0.0 %","66.7 %",".000","1.000",".333",".333",".333",".293","84"
"2018-09-04","CHW","DET","8","CF","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-03","CHW","DET","9","CF","3","0","0","0","0","0","0","0","0","0.0 %","66.7 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-02","CHW","BOS","9","CF","5","2","0","0","0","1","1","1","0","0.0 %","60.0 %",".000","1.000",".400",".400",".400",".352","124"
"2018-09-01","CHW","BOS","9","CF","3","0","0","0","0","1","0","0","0","0.0 %","33.3 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-31","CHW","BOS","9","CF","4","1","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","34"
"2018-08-30","CHW","BOS","9","CF","4","1","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","34"
"2018-08-29","CHW","@NYY","1","CF","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-28","CHW","@NYY","9","CF","4","1","0","0","0","1","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","34"
"2018-08-27","CHW","@NYY","9","CF","4","3","0","0","0","1","0","0","1","0.0 %","0.0 %",".000",".750",".750",".750",".750",".660","334"
"2018-08-26","CHW","@DET","9","CF","4","2","1","0","0","2","0","1","0","0.0 %","25.0 %",".250",".667",".500",".500",".750",".532","247"
"2018-08-25","CHW","@DET","9","CF","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".250",".000",".180","7"
"2018-08-24","CHW","@DET","9","CF","4","1","0","0","0","1","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","34"
"2018-08-23","CHW","@DET","9","CF","4","2","2","0","0","0","0","0","0","0.0 %","0.0 %",".500",".500",".500",".500","1.000",".624","310"
"2018-08-22","CHW","MIN","9","CF","4","1","0","0","1","1","2","0","0","0.0 %","25.0 %",".750",".000",".250",".250","1.000",".508","231"
"2018-08-21","CHW","MIN","9","CF","3","2","0","0","0","0","0","0","1","0.0 %","0.0 %",".000",".667",".667",".667",".667",".586","284"
"2018-08-20","CHW","@MIN","2","CF","2","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-19","CHW","KCR","9","CF","4","2","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".667",".500",".500",".500",".440","184"
"2018-08-18","CHW","KCR","9","CF","3","2","0","0","0","0","0","1","1","0.0 %","33.3 %",".000","1.000",".667",".667",".667",".586","284"
"2018-08-17","CHW","KCR","9","CF","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-15","CHW","@DET","9","CF","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
