"Date","Team","Opp","BO","Pos","PA","H","2B","3B","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+"
"Total","- - -","- - -","- - -","- - -","1584","334","69","13","36","169","149","17","16","6.1 %","18.8 %",".139",".262",".229",".279",".368",".279","67"
"2018-09-30","ARI","@SDP","5","SS","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-28","ARI","@SDP","5","SS","7","1","0","0","0","0","1","0","0","14.3 %","28.6 %",".000",".250",".200",".286",".200",".224","34"
"2018-09-26","ARI","LAD","7","SS","4","1","1","0","0","1","1","0","0","25.0 %","25.0 %",".333",".500",".333",".500",".667",".484","207"
"2018-09-25","ARI","LAD","9","SS","0","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000",""
"2018-09-24","ARI","LAD","5","SS","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-23","ARI","COL","5","SS","4","0","0","0","0","0","0","0","0","25.0 %","0.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-09-22","ARI","COL","7","SS","3","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-21","ARI","COL","7","SS","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-19","ARI","CHC","6","SS","4","1","0","0","0","1","1","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","31"
"2018-09-18","ARI","CHC","6","SS","4","0","0","0","0","0","0","0","0","0.0 %","75.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-17","ARI","CHC","7","SS","3","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-16","ARI","@HOU","8","SS","3","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".333",".333",".333",".333",".293","80"
"2018-09-15","ARI","@HOU","8","SS","3","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-14","ARI","@HOU","7","SS","4","2","2","0","0","1","0","0","0","25.0 %","0.0 %",".667",".667",".667",".750","1.333",".796","416"
"2018-09-13","ARI","@COL","6","SS","4","2","1","0","0","1","1","0","0","0.0 %","0.0 %",".250",".500",".500",".500",".750",".532","239"
"2018-09-12","ARI","@COL","7","SS","4","0","0","0","0","0","1","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-11","ARI","@COL","7","SS","4","0","0","0","0","0","0","1","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".000","-100"
"2018-09-10","ARI","@COL","7","SS","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-09","ARI","ATL","7","SS","4","1","0","0","0","1","2","0","0","50.0 %","0.0 %",".000",".500",".500",".750",".500",".565","261"
"2018-09-08","ARI","ATL","8","PH","1","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000","1.000","1.000","1.000","1.000",".880","471"
"2018-09-07","ARI","ATL","7","SS","4","2","1","0","0","0","0","0","0","0.0 %","25.0 %",".250",".667",".500",".500",".750",".532","239"
"2018-09-06","ARI","ATL","7","SS","5","2","1","0","0","0","3","0","0","20.0 %","0.0 %",".250",".500",".500",".600",".750",".563","260"
"2018-09-04","ARI","SDP","6","SS","4","1","0","1","0","1","1","0","0","0.0 %","25.0 %",".500",".333",".250",".250",".750",".395","148"
"2018-09-03","ARI","SDP","7","SS","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-02","ARI","@LAD","9","SS","1","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-01","ARI","@LAD","6","SS","4","1","1","0","0","0","0","0","0","0.0 %","0.0 %",".250",".250",".250",".250",".500",".312","92"
"2018-08-31","ARI","@LAD","6","SS","3","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-30","ARI","@LAD","6","SS","4","1","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","31"
"2018-08-29","ARI","@SFG","7","SS","4","1","0","0","0","1","1","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","31"
"2018-08-28","ARI","@SFG","6","SS","4","2","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".500",".500",".500",".500",".440","178"
"2018-08-27","ARI","@SFG","7","SS","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-26","ARI","SEA","6","SS","0","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000",""
"2018-08-25","ARI","SEA","6","SS","5","2","0","0","0","1","0","0","0","0.0 %","0.0 %",".000",".400",".400",".400",".400",".352","119"
"2018-08-24","ARI","SEA","7","SS","4","2","0","0","0","1","0","0","0","0.0 %","0.0 %",".000",".500",".500",".500",".500",".440","178"
"2018-08-22","ARI","LAA","7","SS","4","1","0","0","0","0","1","0","0","25.0 %","50.0 %",".000","1.000",".333",".500",".333",".392","146"
"2018-08-21","ARI","LAA","7","SS","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-19","ARI","@SDP","6","SS","0","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000",""
"2018-08-18","ARI","@SDP","6","SS","4","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","31"
"2018-08-17","ARI","@SDP","6","SS","2","1","0","0","0","1","0","0","0","0.0 %","50.0 %",".000","1.000",".500",".500",".500",".440","178"
"2018-08-16","ARI","@SDP","7","SS","5","0","0","0","0","0","0","0","0","20.0 %","80.0 %",".000",".000",".000",".200",".000",".138","-24"
"2018-08-14","ARI","@TEX","8","SS","4","1","1","0","0","0","0","0","0","25.0 %","0.0 %",".333",".333",".333",".500",".667",".484","207"
"2018-08-13","ARI","@TEX","8","SS","3","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-12","ARI","@CIN","7","SS","4","1","1","0","0","1","0","0","0","0.0 %","0.0 %",".250",".250",".250",".250",".500",".312","92"
"2018-08-11","ARI","@CIN","7","SS","4","1","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","31"
"2018-08-10","ARI","@CIN","7","SS","3","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".333",".333",".333",".333",".293","80"
"2018-08-08","ARI","PHI","9","SS","1","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000","1.000","1.000","1.000","1.000",".880","471"
"2018-08-07","ARI","PHI","7","SS","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-06","ARI","PHI","7","SS","6","1","0","0","0","0","0","2","0","16.7 %","0.0 %",".000",".200",".200",".333",".200",".262","59"
"2018-08-05","ARI","SFG","6","SS","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-04","ARI","SFG","6","SS","4","3","0","0","2","3","4","0","0","25.0 %","0.0 %","2.000","1.000","1.000","1.000","3.000","1.408","824"
"2018-08-03","ARI","SFG","9","SS","1","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000","1.000",".000",".720","365"
"2018-08-02","ARI","SFG","6","SS","4","1","1","0","0","0","0","0","0","0.0 %","0.0 %",".250",".250",".250",".250",".500",".312","92"
"2018-07-31","ARI","TEX","7","SS","4","1","1","0","0","2","2","0","0","25.0 %","25.0 %",".333",".500",".333",".500",".667",".484","207"
"2018-07-30","ARI","TEX","6","SS","4","1","1","0","0","0","0","0","0","25.0 %","25.0 %",".333",".500",".333",".500",".667",".484","207"
"2018-07-29","ARI","@SDP","6","SS","4","3","0","0","1","1","2","0","1","0.0 %","0.0 %",".750",".667",".750",".750","1.500",".947","517"
"2018-07-28","ARI","@SDP","7","SS","1","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-27","ARI","@SDP","7","SS","4","1","0","0","0","0","1","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","31"
"2018-07-26","ARI","@CHC","7","SS","4","2","1","0","1","2","4","0","0","0.0 %","25.0 %","1.000",".500",".500",".500","1.500",".820","431"
"2018-07-25","ARI","@CHC","6","SS","3","0","0","0","0","0","0","0","0","0.0 %","33.3 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-24","ARI","@CHC","7","SS","5","1","0","0","0","1","0","0","0","0.0 %","20.0 %",".000",".250",".200",".200",".200",".176","1"
"2018-07-23","ARI","@CHC","9","PH-SS","1","1","0","0","0","0","1","0","0","0.0 %","0.0 %",".000","1.000","1.000","1.000","1.000",".880","471"
"2018-07-22","ARI","COL","7","SS","4","2","0","1","0","0","3","0","0","25.0 %","0.0 %",".667",".667",".667",".750","1.333",".787","410"
"2018-07-21","ARI","COL","6","SS","5","1","0","0","0","0","2","0","0","0.0 %","20.0 %",".000",".250",".250",".200",".250",".176","1"
"2018-07-20","ARI","COL","7","SS","5","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-14","ARI","@ATL","2","SS","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-13","ARI","@ATL","7","SS","4","2","1","0","0","0","1","0","0","0.0 %","50.0 %",".250","1.000",".500",".500",".750",".532","239"
"2018-07-12","ARI","@COL","2","SS","4","1","1","0","0","0","0","0","0","0.0 %","0.0 %",".250",".250",".250",".250",".500",".312","92"
"2018-07-10","ARI","@COL","2","SS","5","2","1","0","1","1","1","0","0","0.0 %","20.0 %",".800",".333",".400",".400","1.200",".656","322"
"2018-07-08","ARI","SDP","2","SS","7","0","0","0","0","0","0","0","0","0.0 %","28.6 %",".000",".000",".000",".000",".000",".000","-100"
