"Date","Team","Opp","BO","Pos","PA","H","2B","3B","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+"
"Total","- - -","- - -","- - -","- - -","580","129","34","3","23","58","80","1","2","8.8 %","22.4 %",".210",".286",".248",".319",".458",".332","112"
"2018-09-30","HOU","@BAL","4","1B","0","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000",""
"2018-09-29","HOU","@BAL","5","1B","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-29","HOU","@BAL","5","1B","4","1","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","37"
"2018-09-28","HOU","@BAL","6","1B","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-26","HOU","@TOR","5","1B","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-25","HOU","@TOR","6","1B","4","1","0","0","0","0","1","0","0","25.0 %","0.0 %",".000",".333",".333",".500",".333",".392","155"
"2018-09-23","HOU","LAA","4","1B","4","2","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".667",".667",".750",".667",".620","310"
"2018-09-22","HOU","LAA","9","PH","1","0","0","0","0","0","1","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-21","HOU","LAA","4","DH","5","1","0","0","0","1","0","0","0","0.0 %","60.0 %",".000",".500",".200",".200",".200",".176","7"
"2018-09-19","HOU","SEA","5","DH","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-18","HOU","SEA","5","DH","4","1","1","0","0","0","1","0","0","0.0 %","25.0 %",".250",".333",".250",".250",".500",".312","100"
"2018-09-16","HOU","ARI","5","DH","4","1","1","0","0","0","1","0","0","0.0 %","0.0 %",".250",".250",".250",".250",".500",".312","100"
"2018-09-15","HOU","ARI","7","DH","4","0","0","0","0","0","0","0","0","50.0 %","0.0 %",".000",".000",".000",".500",".000",".345","122"
"2018-09-14","HOU","ARI","6","DH","3","1","1","0","0","0","0","0","0","0.0 %","33.3 %",".333",".500",".333",".333",".667",".416","171"
"2018-09-12","HOU","@DET","4","1B","4","0","0","0","0","0","1","0","0","0.0 %","0.0 %",".000",".000",".000",".250",".000",".180","10"
"2018-09-11","HOU","@DET","7","DH","4","1","0","0","1","1","2","0","0","0.0 %","0.0 %",".750",".000",".250",".250","1.000",".508","233"
"2018-09-10","HOU","@DET","4","1B","4","2","0","0","0","1","1","0","0","25.0 %","25.0 %",".000","1.000",".667",".750",".667",".612","305"
"2018-09-09","HOU","@BOS","7","DH","4","2","2","0","0","1","2","0","0","0.0 %","50.0 %",".500","1.000",".500",".500","1.000",".624","312"
"2018-09-08","HOU","@BOS","6","DH","5","1","0","1","0","1","1","0","0","40.0 %","20.0 %",".667",".500",".333",".600","1.000",".591","290"
"2018-09-07","HOU","@BOS","5","DH","4","1","0","0","0","1","1","0","0","25.0 %","50.0 %",".000","1.000",".333",".500",".333",".392","155"
"2018-09-05","HOU","MIN","4","1B","5","0","0","0","0","0","0","0","0","0.0 %","40.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-04","HOU","MIN","5","DH","4","1","0","0","0","1","1","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","37"
"2018-09-03","HOU","MIN","5","1B","3","1","0","0","0","1","0","0","0","0.0 %","0.0 %",".000",".333",".333",".333",".333",".293","87"
"2018-09-02","HOU","LAA","5","1B","4","1","1","0","0","0","0","0","0","0.0 %","25.0 %",".250",".333",".250",".250",".500",".312","100"
"2018-09-01","HOU","LAA","5","DH","4","1","1","0","0","1","2","0","0","0.0 %","25.0 %",".250",".333",".250",".250",".500",".312","100"
"2018-08-31","HOU","LAA","5","DH","4","0","0","0","0","0","0","0","0","25.0 %","0.0 %",".000",".000",".000",".250",".000",".172","5"
"2018-08-30","HOU","LAA","5","DH","4","2","0","0","1","1","2","0","0","0.0 %","0.0 %",".750",".333",".500",".500","1.250",".728","383"
"2018-08-29","HOU","OAK","5","DH","5","2","0","0","1","1","1","0","0","20.0 %","20.0 %",".750",".500",".500",".600","1.250",".720","378"
"2018-08-28","HOU","OAK","6","1B","4","1","0","0","0","1","1","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","37"
"2018-08-27","HOU","OAK","6","1B","5","2","0","0","1","1","4","0","0","20.0 %","0.0 %",".750",".333",".500",".600","1.250",".720","378"
"2018-08-25","HOU","@LAA","4","DH","5","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-24","HOU","@LAA","4","DH","5","2","1","0","0","1","2","0","0","20.0 %","20.0 %",".250",".667",".500",".600",".750",".563","271"
"2018-08-22","HOU","@SEA","4","DH","5","3","0","1","1","2","2","0","0","0.0 %","0.0 %","1.000",".500",".600",".600","1.600",".898","499"
"2018-08-21","HOU","@SEA","5","DH","4","2","1","0","0","0","0","0","0","0.0 %","50.0 %",".250","1.000",".500",".500",".750",".532","250"
"2018-08-20","HOU","@SEA","5","1B","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-19","HOU","@OAK","5","1B","4","1","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","37"
"2018-08-17","HOU","@OAK","8","1B","4","1","0","0","0","0","0","0","1","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","37"
"2018-08-15","HOU","COL","5","1B","4","2","0","0","2","2","4","0","0","0.0 %","25.0 %","1.500",".000",".500",".500","2.000","1.015","580"
"2018-08-14","HOU","COL","9","PH-1B","1","0","0","0","0","0","0","0","0","100.0 %","0.0 %",".000",".000",".000","1.000",".000",".690","357"
"2018-08-12","HOU","SEA","7","1B","3","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".333",".333",".333",".333",".293","87"
"2018-08-11","HOU","SEA","8","1B","3","1","0","0","0","0","2","0","0","33.3 %","0.0 %",".000",".500",".500",".667",".500",".523","244"
"2018-08-10","HOU","SEA","7","DH","4","1","0","0","0","1","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","37"
"2018-08-09","HOU","SEA","5","1B","5","2","1","0","1","2","2","0","0","20.0 %","0.0 %","1.000",".333",".500",".600","1.500",".794","428"
"2018-08-07","HOU","@SFG","4","1B","4","2","0","1","1","1","2","0","0","0.0 %","50.0 %","1.250","1.000",".500",".500","1.750",".902","502"
"2018-08-06","HOU","@SFG","6","1B","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-05","HOU","@LAD","5","1B","4","1","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","37"
"2018-08-04","HOU","@LAD","6","1B","5","1","1","0","0","1","1","0","0","20.0 %","20.0 %",".250",".333",".250",".400",".500",".387","151"
"2018-08-03","HOU","@LAD","9","1B","1","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-31","HOU","@SEA","7","1B","4","2","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".500",".500",".500",".500",".440","187"
"2018-07-30","HOU","@SEA","5","1B","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-29","HOU","TEX","6","1B","4","3","0","0","1","2","1","0","0","25.0 %","0.0 %","1.000","1.000","1.000","1.000","2.000","1.120","651"
"2018-07-14","HOU","DET","3","1B","1","1","0","0","1","1","2","0","0","0.0 %","0.0 %","3.000",".000","1.000","1.000","4.000","2.031","1272"
"2018-07-12","HOU","OAK","8","PH","1","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-11","HOU","OAK","9","1B","3","1","0","0","1","1","1","0","0","33.3 %","0.0 %","1.500",".000",".500",".667","2.000",".907","505"
"2018-07-10","HOU","OAK","6","1B","5","0","0","0","0","0","0","0","0","0.0 %","60.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-09","HOU","OAK","8","1B","3","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-05","HOU","CHW","7","1B","4","1","0","0","0","0","0","0","0","50.0 %","25.0 %",".000","1.000",".500",".750",".500",".565","272"
"2018-07-01","HOU","@TBR","5","1B","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","5"
"2018-06-30","HOU","@TBR","6","1B","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","5"
"2018-06-28","HOU","@TBR","7","1B","4","2","0","0","0","0","0","0","0","25.0 %","25.0 %",".000","1.000",".667",".750",".667",".612","305"
"2018-06-24","HOU","KCR","4","1B","2","0","0","0","0","0","0","0","0","50.0 %","0.0 %",".000",".000",".000",".500",".000",".345","122"
