"Date","Team","Opp","BO","Pos","PA","H","2B","3B","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+"
"Total","- - -","- - -","- - -","- - -","494","121","25","1","22","77","70","5","2","16.0 %","20.0 %",".225",".338",".292",".406",".517",".392","145"
"2018-09-30","WSN","@COL","5","LF","4","0","0","0","0","0","0","0","0","25.0 %","0.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-09-29","WSN","@COL","5","LF","5","2","1","0","1","2","4","0","0","20.0 %","0.0 %","1.000",".333",".500",".600","1.500",".794","414"
"2018-09-28","WSN","@COL","5","LF","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-09-26","WSN","MIA","5","LF","4","2","1","0","0","1","0","0","0","0.0 %","0.0 %",".250",".500",".500",".500",".750",".532","239"
"2018-09-25","WSN","MIA","5","LF","5","0","0","0","0","1","0","0","0","40.0 %","0.0 %",".000",".000",".000",".400",".000",".172","-1"
"2018-09-24","WSN","MIA","5","LF","4","2","0","0","1","1","1","0","0","0.0 %","25.0 %",".750",".500",".500",".500","1.250",".728","370"
"2018-09-23","WSN","NYM","6","PH","1","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-22","WSN","NYM","5","LF","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-21","WSN","NYM","5","LF","4","1","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","31"
"2018-09-20","WSN","NYM","5","LF","5","1","1","0","0","0","1","0","0","0.0 %","20.0 %",".200",".250",".200",".200",".400",".249","50"
"2018-09-18","WSN","@MIA","5","LF","5","0","0","0","0","0","0","0","0","0.0 %","40.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-17","WSN","@MIA","5","LF","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-16","WSN","@ATL","5","LF","5","2","0","0","0","0","1","0","0","0.0 %","20.0 %",".000",".500",".400",".400",".400",".352","119"
"2018-09-15","WSN","@ATL","5","LF","5","1","0","0","0","2","1","3","0","60.0 %","0.0 %",".000",".500",".500",".800",".500",".565","261"
"2018-09-14","WSN","@ATL","5","LF","5","1","0","0","1","2","1","0","0","20.0 %","20.0 %",".750",".000",".250",".400","1.000",".544","247"
"2018-09-13","WSN","CHC","5","LF","5","1","0","0","0","0","0","0","0","0.0 %","20.0 %",".000",".250",".200",".200",".200",".176","1"
"2018-09-12","WSN","@PHI","5","LF","4","1","0","0","1","1","1","0","0","0.0 %","25.0 %",".750",".000",".250",".250","1.000",".508","223"
"2018-09-11","WSN","@PHI","5","LF","5","3","1","0","2","3","4","0","0","20.0 %","0.0 %","1.750",".500",".750",".800","2.500","1.200","685"
"2018-09-11","WSN","@PHI","5","LF","4","2","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".667",".500",".500",".500",".440","178"
"2018-09-08","WSN","CHC","5","LF","5","1","0","0","0","0","2","0","0","0.0 %","20.0 %",".000",".250",".200",".200",".200",".176","1"
"2018-09-06","WSN","CHC","5","LF","5","2","1","0","0","0","0","0","0","0.0 %","40.0 %",".200",".667",".400",".400",".600",".425","168"
"2018-09-05","WSN","STL","5","LF","5","1","0","0","0","1","0","0","0","20.0 %","20.0 %",".000",".333",".250",".400",".250",".314","93"
"2018-09-04","WSN","STL","5","LF","5","0","0","0","0","0","1","0","0","40.0 %","60.0 %",".000",".000",".000",".400",".000",".276","68"
"2018-09-03","WSN","STL","5","LF","5","0","0","0","0","0","0","0","0","60.0 %","20.0 %",".000",".000",".000",".600",".000",".345","114"
"2018-09-02","WSN","MIL","5","LF","4","2","0","0","0","0","1","0","0","0.0 %","0.0 %",".000",".500",".500",".500",".500",".440","178"
"2018-09-01","WSN","MIL","5","LF","4","3","1","0","0","1","2","0","0","0.0 %","25.0 %",".250","1.000",".750",".750","1.000",".752","386"
"2018-08-31","WSN","MIL","5","LF","4","2","0","0","0","0","0","0","0","25.0 %","25.0 %",".000","1.000",".667",".750",".667",".612","293"
