"Date","Team","Opp","BO","Pos","PA","H","2B","3B","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+"
"Total","- - -","- - -","- - -","- - -","775","158","37","3","22","96","70","3","2","10.5 %","25.2 %",".161",".292",".233",".324",".394",".314","96"
"2018-09-30","DET","@MIL","1","3B","4","1","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","33"
"2018-09-29","DET","@MIL","1","3B","5","1","0","0","0","0","0","1","0","0.0 %","20.0 %",".000",".333",".250",".400",".250",".320","101"
"2018-09-28","DET","@MIL","1","3B","4","0","0","0","0","1","0","0","0","0.0 %","50.0 %",".000",".000",".000",".250",".000",".180","6"
"2018-09-27","DET","@MIN","1","3B","5","1","0","0","0","1","1","0","0","0.0 %","0.0 %",".000",".200",".200",".200",".200",".176","3"
"2018-09-26","DET","@MIN","1","3B","4","0","0","0","0","1","0","0","0","50.0 %","25.0 %",".000",".000",".000",".500",".000",".345","118"
"2018-09-25","DET","@MIN","1","3B","5","1","0","0","0","0","0","0","0","20.0 %","20.0 %",".000",".333",".250",".400",".250",".314","97"
"2018-09-23","DET","KCR","1","3B","4","1","0","0","0","1","0","0","0","25.0 %","0.0 %",".000",".333",".333",".500",".333",".392","150"
"2018-09-22","DET","KCR","1","3B","5","0","0","0","0","0","0","0","0","0.0 %","20.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-21","DET","KCR","7","PH","1","0","0","0","0","0","0","0","0","100.0 %","0.0 %",".000",".000",".000","1.000",".000",".690","353"
"2018-09-18","DET","MIN","1","3B","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","0"
"2018-09-17","DET","MIN","1","3B","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","0"
"2018-09-16","DET","@CLE","1","3B","5","3","0","0","0","2","0","0","0","0.0 %","20.0 %",".000",".750",".600",".600",".600",".528","243"
"2018-09-15","DET","@CLE","1","3B","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","0"
"2018-09-14","DET","@CLE","1","3B","5","2","1","0","1","1","2","0","0","0.0 %","0.0 %",".800",".250",".400",".400","1.200",".656","330"
"2018-09-12","DET","HOU","1","3B","5","0","0","0","0","1","0","0","0","20.0 %","60.0 %",".000",".000",".000",".200",".000",".138","-23"
"2018-09-11","DET","HOU","1","3B","5","2","1","0","0","0","0","0","0","0.0 %","20.0 %",".200",".500",".400",".400",".600",".425","173"
"2018-09-10","DET","HOU","1","3B","4","0","0","0","0","1","0","0","0","25.0 %","75.0 %",".000",".000",".000",".250",".000",".172","0"
"2018-09-09","DET","STL","1","3B","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-08","DET","STL","1","3B","5","1","0","0","0","1","1","0","0","40.0 %","20.0 %",".000",".500",".333",".600",".333",".452","191"
"2018-09-07","DET","STL","1","3B","5","3","0","0","1","2","2","0","0","0.0 %","40.0 %",".600","1.000",".600",".600","1.200",".758","400"
"2018-09-05","DET","@CHW","1","3B","6","3","1","0","1","2","1","0","0","0.0 %","33.3 %",".667",".667",".500",".500","1.167",".693","355"
"2018-09-04","DET","@CHW","1","3B","5","0","0","0","0","0","0","0","0","20.0 %","40.0 %",".000",".000",".000",".200",".000",".138","-23"
"2018-09-03","DET","@CHW","1","3B","4","1","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","33"
"2018-09-02","DET","@NYY","1","3B","5","0","0","0","0","0","0","0","0","20.0 %","60.0 %",".000",".000",".000",".200",".000",".138","-23"
