"Date","Team","Opp","BO","Pos","PA","H","2B","3B","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+"
"Total","- - -","- - -","- - -","- - -","404","85","15","0","24","45","67","2","2","7.4 %","36.6 %",".237",".305",".232",".290",".469",".321","100"
"2018-09-30","MIN","CHW","9","1B","0","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000",""
"2018-09-29","MIN","CHW","5","1B","5","0","0","0","0","0","1","0","0","20.0 %","20.0 %",".000",".000",".000",".200",".000",".138","-25"
"2018-09-28","MIN","CHW","5","1B","4","0","0","0","0","0","1","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-09-27","MIN","DET","5","DH","4","2","2","0","0","2","3","0","0","0.0 %","50.0 %",".500","1.000",".500",".500","1.000",".624","306"
"2018-09-26","MIN","DET","5","1B","4","1","0","0","1","2","2","0","0","25.0 %","25.0 %","1.000",".000",".333",".500","1.333",".680","345"
"2018-09-25","MIN","DET","5","DH","4","1","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","31"
"2018-09-23","MIN","@OAK","5","1B","4","0","0","0","0","1","0","0","0","0.0 %","75.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-22","MIN","@OAK","6","DH","4","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","31"
"2018-09-21","MIN","@OAK","6","DH","5","1","0","0","0","1","0","0","0","0.0 %","20.0 %",".000",".250",".200",".200",".200",".176","1"
"2018-09-19","MIN","@DET","6","1B","4","2","0","0","0","2","2","0","0","0.0 %","25.0 %",".000",".667",".667",".500",".667",".440","181"
"2018-09-18","MIN","@DET","5","DH","4","2","1","0","0","0","3","0","0","0.0 %","0.0 %",".250",".500",".500",".500",".750",".532","244"
"2018-09-16","MIN","@KCR","7","1B","4","1","0","0","1","1","1","0","0","0.0 %","0.0 %",".750",".000",".250",".250","1.000",".508","227"
"2018-09-14","MIN","@KCR","8","DH","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-13","MIN","@KCR","8","1B","3","0","0","0","0","0","0","0","0","0.0 %","66.7 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-11","MIN","NYY","6","DH","5","1","0","0","0","1","0","0","0","20.0 %","20.0 %",".000",".333",".250",".400",".250",".314","95"
"2018-09-05","MIN","@HOU","5","1B","3","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-04","MIN","@HOU","6","PR-DH","3","1","0","0","0","0","0","0","0","0.0 %","33.3 %",".000",".500",".333",".333",".333",".293","81"
"2018-09-03","MIN","@HOU","8","DH","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-01","MIN","@TEX","8","DH","4","1","0","0","0","0","1","0","0","25.0 %","50.0 %",".000","1.000",".333",".500",".333",".392","149"
"2018-08-31","MIN","@TEX","8","DH","5","1","0","0","1","1","1","0","0","0.0 %","20.0 %",".600",".000",".200",".200",".800",".406","158"
"2018-08-30","MIN","@CLE","8","1B","4","0","0","0","0","0","0","0","0","25.0 %","50.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-08-29","MIN","@CLE","6","DH","5","0","0","0","0","0","0","0","0","40.0 %","20.0 %",".000",".000",".000",".400",".000",".276","69"
"2018-08-28","MIN","@CLE","6","DH","4","0","0","0","0","0","0","0","0","0.0 %","75.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-26","MIN","OAK","6","1B","4","2","0","0","2","2","2","0","0","0.0 %","0.0 %","1.500",".000",".500",".500","2.000","1.015","573"
"2018-08-25","MIN","OAK","8","DH","4","2","0","0","1","1","1","0","0","0.0 %","0.0 %",".750",".333",".500",".500","1.250",".728","377"
"2018-08-24","MIN","OAK","6","1B","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-22","MIN","@CHW","5","1B","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","-1"
"2018-08-20","MIN","CHW","8","DH","4","1","1","0","0","0","1","0","0","0.0 %","50.0 %",".250",".500",".250",".250",".500",".312","94"
"2018-08-19","MIN","DET","9","1B","3","2","0","0","0","1","0","0","0","0.0 %","0.0 %",".000",".667",".667",".667",".667",".586","281"
"2018-08-18","MIN","DET","8","DH","4","3","0","0","1","1","1","0","0","0.0 %","25.0 %",".750","1.000",".750",".750","1.500",".947","527"
"2018-08-17","MIN","DET","5","DH","3","2","0","0","1","1","1","0","0","0.0 %","33.3 %","1.000","1.000",".667",".667","1.667",".970","543"
"2018-08-16","MIN","DET","5","DH","5","0","0","0","0","0","1","0","1","20.0 %","60.0 %",".000",".000",".000",".200",".000",".138","-25"
"2018-08-14","MIN","PIT","9","DH","3","1","0","0","0","0","0","0","0","0.0 %","33.3 %",".000",".500",".333",".333",".333",".293","81"
"2018-08-12","MIN","@DET","4","1B","3","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-11","MIN","@DET","5","DH","5","1","0","0","1","1","2","0","0","20.0 %","40.0 %",".750",".000",".250",".400","1.000",".544","252"
"2018-06-14","NYY","TBR","7","DH","3","1","0","0","0","0","0","0","0","33.3 %","0.0 %",".000",".500",".500",".667",".500",".523","239"
