"Date","Team","Opp","BO","Pos","PA","H","2B","3B","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+"
"Total","- - -","- - -","- - -","- - -","1180","273","54","11","64","171","173","24","4","11.3 %","25.2 %",".258",".306",".263",".347",".522",".361","128"
"2018-10-01","LAD","COL","6","CF-1B","4","1","0","0","1","1","2","0","0","0.0 %","0.0 %",".750",".000",".250",".250","1.000",".508","229"
"2018-09-30","LAD","@SFG","4","PH-CF-1B","2","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-29","LAD","@SFG","5","CF","6","1","0","0","0","0","1","1","0","0.0 %","0.0 %",".000",".167",".167",".167",".167",".147","-12"
"2018-09-28","LAD","@SFG","5","1B-CF","1","1","0","0","0","0","0","1","0","0.0 %","0.0 %",".000","1.000","1.000","1.000","1.000",".880","477"
"2018-09-26","LAD","@ARI","5","CF","4","2","0","0","0","0","1","0","0","25.0 %","25.0 %",".000","1.000",".667",".750",".667",".586","281"
"2018-09-25","LAD","@ARI","5","CF","4","2","0","0","1","1","1","0","0","0.0 %","0.0 %",".750",".333",".500",".500","1.250",".728","376"
"2018-09-24","LAD","@ARI","7","PH-CF","3","0","0","0","0","0","0","1","0","33.3 %","33.3 %",".000",".000",".000",".333",".000",".000","-100"
"2018-09-23","LAD","SDP","2","CF","1","0","0","0","0","1","0","0","0","100.0 %","0.0 %",".000",".000",".000","1.000",".000",".690","350"
"2018-09-22","LAD","SDP","5","CF","4","1","1","0","0","0","0","0","0","0.0 %","50.0 %",".250",".500",".250",".250",".500",".312","98"
"2018-09-21","LAD","SDP","8","PH-CF","1","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-19","LAD","COL","4","1B-CF","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-18","LAD","COL","6","PH-CF","1","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-17","LAD","COL","6","CF","4","1","0","0","0","0","0","0","0","25.0 %","0.0 %",".000",".333",".333",".500",".333",".392","152"
"2018-09-16","LAD","@STL","6","CF","4","1","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".500",".333",".500",".333",".392","152"
"2018-09-15","LAD","@STL","6","CF-1B","6","3","0","0","1","3","6","0","0","16.7 %","0.0 %",".600",".500",".600",".667","1.200",".747","388"
"2018-09-14","LAD","@STL","6","CF-1B","4","0","0","0","0","1","0","0","0","0.0 %","25.0 %",".000",".000",".000",".250",".000",".180","10"
"2018-09-13","LAD","@STL","4","PH-1B","2","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".500",".500",".500",".500",".440","184"
"2018-09-12","LAD","@CIN","6","CF","5","0","0","0","0","0","0","0","0","20.0 %","20.0 %",".000",".000",".000",".200",".000",".000","-100"
"2018-09-11","LAD","@CIN","4","1B","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-10","LAD","@CIN","5","PH-CF","3","1","0","0","0","0","0","1","0","33.3 %","33.3 %",".000","1.000",".500",".667",".500",".523","239"
"2018-09-09","LAD","@COL","1","PH-CF-1B","3","0","0","0","0","1","0","0","0","33.3 %","66.7 %",".000",".000",".000",".333",".000",".230","43"
"2018-09-08","LAD","@COL","7","PH-CF","2","1","0","1","0","1","0","0","0","50.0 %","0.0 %","2.000","1.000","1.000","1.000","3.000","1.134","647"
"2018-09-07","LAD","@COL","5","CF-1B","5","2","1","0","0","0","1","0","1","20.0 %","20.0 %",".250",".667",".500",".600",".750",".563","266"
"2018-09-05","LAD","NYM","5","CF","4","1","0","0","1","1","1","0","0","0.0 %","50.0 %",".750",".000",".250",".250","1.000",".508","229"
"2018-09-04","LAD","NYM","8","PH-1B","1","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-03","LAD","NYM","6","1B-CF","4","2","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".667",".500",".500",".500",".440","184"
"2018-09-02","LAD","ARI","4","CF","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-09-01","LAD","ARI","7","PH-CF-1B","2","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-31","LAD","ARI","4","CF","4","1","1","0","0","0","0","0","0","0.0 %","0.0 %",".250",".250",".250",".250",".500",".312","98"
"2018-08-30","LAD","ARI","5","PH-1B","2","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-29","LAD","@TEX","8","1B","3","1","0","0","1","1","1","0","0","0.0 %","0.0 %","1.000",".000",".333",".333","1.333",".677","342"
"2018-08-28","LAD","@TEX","7","1B","5","2","0","1","0","1","0","0","0","0.0 %","20.0 %",".400",".500",".400",".400",".800",".492","218"
"2018-08-26","LAD","SDP","4","1B","0","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000",""
"2018-08-25","LAD","SDP","4","CF-1B","5","1","0","0","0","0","0","0","0","0.0 %","60.0 %",".000",".500",".200",".200",".200",".176","7"
"2018-08-24","LAD","SDP","8","1B","4","2","1","0","0","0","2","0","0","0.0 %","25.0 %",".250",".667",".500",".500",".750",".532","245"
"2018-08-22","LAD","STL","4","CF-1B","4","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-21","LAD","STL","4","CF","5","1","0","0","0","1","0","0","0","0.0 %","40.0 %",".000",".333",".200",".200",".200",".176","7"
"2018-08-20","LAD","STL","4","1B-CF","5","0","0","0","0","1","1","0","0","20.0 %","20.0 %",".000",".000",".000",".200",".000",".138","-18"
"2018-08-19","LAD","@SEA","5","1B","6","3","1","0","0","1","2","0","0","0.0 %","33.3 %",".167",".750",".500",".500",".667",".501","224"
"2018-08-18","LAD","@SEA","4","CF","5","2","0","0","1","1","2","0","0","20.0 %","20.0 %",".750",".500",".500",".600","1.250",".720","371"
"2018-08-17","LAD","@SEA","4","CF","5","2","0","0","0","2","1","0","0","20.0 %","20.0 %",".000",".667",".500",".600",".500",".490","217"
"2018-08-15","LAD","SFG","6","PH-1B-CF","4","1","0","0","0","0","0","0","0","50.0 %","0.0 %",".000",".500",".500",".750",".500",".440","184"
"2018-08-14","LAD","SFG","6","1B","4","1","0","0","0","0","0","1","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","37"
"2018-08-13","LAD","SFG","7","1B-CF","4","1","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".250",".250",".250",".250",".220","37"
"2018-08-12","LAD","@COL","4","CF","4","2","0","0","0","0","0","1","0","0.0 %","0.0 %",".000",".500",".500",".500",".500",".440","184"
"2018-08-11","LAD","@COL","9","1B","0","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000",""
"2018-08-10","LAD","@COL","5","CF-RF","4","3","0","0","0","1","1","0","0","0.0 %","0.0 %",".000",".750",".750",".750",".750",".660","330"
"2018-08-09","LAD","@COL","5","1B","5","2","0","0","1","1","2","1","0","0.0 %","20.0 %",".600",".333",".400",".400","1.000",".582","279"
"2018-08-08","LAD","@OAK","6","CF","4","2","0","0","0","1","0","0","0","0.0 %","50.0 %",".000","1.000",".500",".500",".500",".440","184"
"2018-08-07","LAD","@OAK","7","1B","4","1","0","0","0","0","1","0","0","50.0 %","0.0 %",".000",".500",".500",".750",".500",".565","267"
"2018-08-05","LAD","HOU","4","CF","4","2","1","0","0","0","1","1","0","0.0 %","25.0 %",".250",".667",".500",".500",".750",".532","245"
"2018-08-04","LAD","HOU","7","PH-1B","1","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-08-03","LAD","HOU","5","CF-1B","4","1","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".500",".250",".250",".250",".220","37"
"2018-08-02","LAD","MIL","5","CF-1B","5","2","0","0","1","2","5","0","0","20.0 %","0.0 %",".750",".333",".500",".600","1.250",".720","371"
"2018-08-01","LAD","MIL","6","1B-CF","4","0","0","0","0","0","0","1","0","50.0 %","0.0 %",".000",".000",".000",".500",".000",".230","43"
"2018-07-31","LAD","MIL","6","CF","3","0","0","0","0","0","0","0","0","33.3 %","0.0 %",".000",".000",".000",".333",".000",".230","43"
"2018-07-30","LAD","MIL","5","CF","4","0","0","0","0","0","0","0","0","25.0 %","50.0 %",".000",".000",".000",".250",".000",".172","5"
"2018-07-29","LAD","@ATL","9","1B","2","0","0","0","0","0","0","0","0","0.0 %","50.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-28","LAD","@ATL","5","1B","5","0","0","0","0","1","0","0","0","20.0 %","40.0 %",".000",".000",".000",".400",".000",".282","78"
"2018-07-27","LAD","@ATL","6","1B-CF","4","1","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","37"
"2018-07-26","LAD","@ATL","6","1B-CF","5","1","0","0","0","2","0","0","0","20.0 %","20.0 %",".000",".333",".250",".400",".250",".314","99"
"2018-07-25","LAD","@PHI","6","PH","1","0","0","0","0","0","0","0","0","0.0 %","100.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-24","LAD","@PHI","6","CF-RF","7","2","0","0","0","0","0","0","0","14.3 %","28.6 %",".000",".500",".333",".429",".333",".293","86"
"2018-07-23","LAD","@PHI","6","CF","5","0","0","0","0","0","0","0","0","0.0 %","20.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-22","LAD","@MIL","3","1B","3","1","0","1","0","1","0","0","0","33.3 %","0.0 %","1.000",".500",".500",".667","1.500",".756","395"
"2018-07-21","LAD","@MIL","7","1B","4","1","0","0","0","0","0","0","0","0.0 %","75.0 %",".000","1.000",".250",".250",".250",".220","37"
"2018-07-20","LAD","@MIL","6","1B","5","1","0","0","0","0","0","0","0","0.0 %","40.0 %",".000",".333",".200",".200",".200",".176","7"
"2018-07-15","LAD","LAA","4","1B","4","2","0","0","0","1","0","0","0","0.0 %","25.0 %",".000",".667",".500",".500",".500",".440","184"
"2018-07-14","LAD","LAA","6","1B","5","1","0","0","0","0","1","0","0","0.0 %","40.0 %",".000",".333",".200",".200",".200",".176","7"
"2018-07-13","LAD","LAA","4","1B","4","1","1","0","0","0","0","0","0","50.0 %","0.0 %",".500",".500",".500",".750","1.000",".646","321"
"2018-07-12","LAD","@SDP","3","1B","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-11","LAD","@SDP","7","CF-RF","4","2","1","0","0","0","0","0","0","0.0 %","0.0 %",".250",".500",".500",".500",".750",".532","245"
"2018-07-10","LAD","@SDP","6","CF","3","1","1","0","0","0","0","0","0","0.0 %","0.0 %",".333",".333",".333",".333",".667",".416","167"
"2018-07-09","LAD","@SDP","4","RF-1B","5","3","2","0","0","1","0","0","0","0.0 %","0.0 %",".400",".600",".600",".600","1.000",".675","341"
"2018-07-08","LAD","@LAA","6","CF","4","0","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-07","LAD","@LAA","4","1B","4","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-07-06","LAD","@LAA","4","CF","4","1","1","0","0","1","0","0","0","25.0 %","50.0 %",".333","1.000",".333",".500",".667",".484","213"
"2018-07-04","LAD","PIT","4","1B-CF","4","1","1","0","0","2","0","0","0","25.0 %","0.0 %",".333",".333",".333",".500",".667",".484","213"
"2018-07-03","LAD","PIT","4","1B","4","0","0","0","0","0","0","0","0","25.0 %","25.0 %",".000",".000",".000",".250",".000",".172","5"
"2018-07-02","LAD","PIT","4","1B","4","2","0","0","1","3","2","0","0","25.0 %","0.0 %","1.000",".500",".667",".750","1.667",".900","491"
"2018-07-01","LAD","COL","5","1B","4","0","0","0","0","0","1","0","0","0.0 %","25.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-06-30","LAD","COL","4","1B","3","0","0","0","0","0","0","0","0","0.0 %","0.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-06-29","LAD","COL","4","1B","4","1","0","0","0","0","0","0","0","0.0 %","25.0 %",".000",".333",".250",".250",".250",".220","37"
"2018-06-28","LAD","CHC","6","CF","5","0","0","0","0","0","0","0","0","0.0 %","20.0 %",".000",".000",".000",".000",".000",".000","-100"
"2018-06-27","LAD","CHC","4","CF","5","2","0","0","1","2","1","0","0","0.0 %","20.0 %",".600",".333",".400",".400","1.000",".582","279"
