2.121995790965272315e-314,9.881312916824930884e-324,1.185757550018991706e-322,9.713760933001363978e-312,9.713760952447787798e-312,9.406001133344281378e-315,9.405923782426768472e-315,2.964393875047479265e-323,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.771724066717028423e-01,3.837810810810810547e-01,4.103238569355601162e-01,2.173901228797669657e-02,1.216108108108108210e-01,1.081054054054053776e-01,2.439024390243902385e-01,3.111111111111111160e-01,3.170731707317073211e-01,0.000000000000000000e+00,4.444444444444444614e-02,8.888888888888889228e-02
1.876923076923076861e-01,3.599907692307692808e-01,3.323076923076923039e-01,3.076923076923077094e-02,3.353599999999999914e-01,1.722984615384615670e-01,2.500000000000000000e-01,3.793103448275861878e-01,3.333333333333333148e-01,0.000000000000000000e+00,3.103103448275861820e-01,1.724137931034482873e-01
2.075471698113207641e-01,3.144622641509433603e-01,3.899371069182390181e-01,4.716981132075472039e-02,1.446477987421383726e-01,1.069150943396226516e-01,5.000000000000000000e-01,5.555555555555555802e-01,7.500000000000000000e-01,3.125000000000000000e-02,8.333333333333332871e-02,1.111111111111111049e-01
2.607709750566893359e-01,3.582811791383220257e-01,5.124716553287982368e-01,5.895691609977324332e-02,2.471814058956916249e-01,9.751020408163266207e-02,2.820512820512820484e-01,3.170731707317073211e-01,3.076923076923077094e-01,0.000000000000000000e+00,2.926097560975609579e-01,4.878048780487805047e-02
2.511520737327189168e-01,3.456244239631336423e-01,3.732718894009216526e-01,1.612903225806451568e-02,1.198133640552995482e-01,9.447235023041473945e-02,1.666666666666666574e-01,3.055555555555555802e-01,1.666666666666666574e-01,0.000000000000000000e+00,1.944166666666666543e-01,1.666666666666666574e-01
2.302586956521739392e-01,3.236826086956522408e-01,3.474891304347826337e-01,1.100000000000000110e-02,1.986326086956521908e-01,8.957391304347826766e-02,3.333148158435642050e-01,4.145853658536584607e-01,4.999722237653463353e-01,2.777623465363035157e-02,2.438292682926829213e-01,1.219024390243902273e-01
2.571428571428571175e-01,3.178500000000000214e-01,4.535714285714285698e-01,3.928571428571428492e-02,2.607035714285714234e-01,6.070714285714286229e-02,1.935359009096187521e-01,2.856571428571428317e-01,2.903038513644281005e-01,3.225598348493645406e-02,3.142571428571428460e-01,1.142285714285714154e-01
2.122641509433962348e-01,2.712382075471698184e-01,3.632075471698112956e-01,2.830188679245283084e-02,2.429198113207546861e-01,5.897405660377359055e-02,1.428571428571428492e-01,2.307692307692307820e-01,2.285714285714285643e-01,0.000000000000000000e+00,3.076666666666666439e-01,1.025641025641025605e-01
2.476714285714285702e-01,3.035294642857142566e-01,3.901428571428571246e-01,2.864285714285714352e-02,2.085468750000000204e-01,5.270803571428571421e-02,2.564102564102563875e-01,2.564102564102563875e-01,4.871794871794871695e-01,7.692307692307692735e-02,3.076923076923077094e-01,0.000000000000000000e+00
2.409638554216867457e-01,2.867614457831325070e-01,3.301204819277108182e-01,7.228915662650602612e-03,1.542265060240964047e-01,4.579759036144578216e-02,2.000000000000000111e-01,2.307692307692307820e-01,2.399999999999999911e-01,0.000000000000000000e+00,1.923076923076923184e-01,3.846153846153846367e-02
2.451253481894150321e-01,3.231114206128133937e-01,4.038997214484679743e-01,3.899721448467966672e-02,2.284178272980501578e-01,7.798607242339831991e-02,3.703703703703703498e-01,3.703703703703703498e-01,7.037037037037037202e-01,7.407407407407406996e-02,2.592962962962963025e-01,0.000000000000000000e+00
2.333333333333333370e-01,3.033299999999999885e-01,5.233333333333333171e-01,7.333333333333333370e-02,1.933300000000000018e-01,6.999666666666666537e-02,2.083159736688609265e-01,2.962222222222222201e-01,5.832847262728105830e-01,8.332638946754437892e-02,3.702592592592592324e-01,1.110370370370370313e-01
2.464454976303317446e-01,2.978699763593380401e-01,3.744075829383886056e-01,1.895734597156398249e-02,1.584018912529550904e-01,5.200709219858156568e-02,1.428571428571428492e-01,1.891891891891891997e-01,3.428571428571428603e-01,5.714285714285714107e-02,2.161891891891891682e-01,5.405405405405405705e-02
2.186732186732186778e-01,2.867598039215686345e-01,3.538083538083537927e-01,2.457002457002456855e-02,2.402034313725490144e-01,6.862254901960784803e-02,3.721103307130564364e-01,4.000444444444444247e-01,6.279361830782826948e-01,4.651379133913205455e-02,1.556444444444444464e-01,4.448888888888888338e-02
1.976190476190476109e-01,3.681686460807601091e-01,3.380952380952381153e-01,3.333333333333333287e-02,1.377790973871733937e-01,1.710190023752969080e-01,1.764705882352941291e-01,2.820512820512820484e-01,2.941176470588235392e-01,2.941176470588235253e-02,1.282307692307692315e-01,1.282051282051281937e-01
2.290062686567164163e-01,3.123719402985074556e-01,3.907776119402984749e-01,2.657910447761193881e-02,2.389398507462686672e-01,7.902567164179105652e-02,3.333504282270886021e-01,3.809999999999999498e-01,4.102774501256474804e-01,0.000000000000000000e+00,2.618571428571428439e-01,7.147619047619047095e-02
2.086537931034482818e-01,2.829296551724137521e-01,3.460275862068965536e-01,2.173793103448275893e-02,2.359613793103448320e-01,6.811586206896552698e-02,2.500000000000000000e-01,3.636363636363636465e-01,3.214285714285714524e-01,0.000000000000000000e+00,3.030303030303030387e-01,1.515151515151515194e-01
2.541567695961995388e-01,3.563064133016626833e-01,4.180522565320665129e-01,3.800475059382422971e-02,1.258836104513064158e-01,1.021496437054631723e-01,3.333333333333333148e-01,4.090909090909091161e-01,5.128205128205127750e-01,2.564102564102564014e-02,6.818181818181817677e-02,1.136363636363636326e-01
2.518518518518518268e-01,3.366142506142506541e-01,4.246913580246913789e-01,3.950617283950617203e-02,2.039410319410319139e-01,8.600000000000000699e-02,2.631578947368420907e-01,3.170731707317073211e-01,3.947368421052631637e-01,2.631578947368420907e-02,2.682682926829267900e-01,7.317073170731706877e-02
2.623376623376623140e-01,3.506493506493506551e-01,3.636363636363636465e-01,5.194805194805194801e-03,1.714207792207792236e-01,8.831168831168831335e-02,2.325581395348837177e-01,2.826086956521738913e-01,3.488372093023255904e-01,0.000000000000000000e+00,2.173913043478260809e-01,6.521739130434782428e-02
2.683486238532110102e-01,3.569794050343249592e-01,4.380733944954128267e-01,3.211009174311926784e-02,1.922173913043478399e-01,8.924485125858123979e-02,2.812675792237014916e-01,3.429142857142856715e-01,4.375273454590911659e-01,0.000000000000000000e+00,3.143428571428570906e-01,8.577142857142856791e-02
1.950549450549450559e-01,3.104395604395604469e-01,3.076923076923077094e-01,2.747252747252747207e-02,2.390027472527472829e-01,1.153846153846153910e-01,1.818126723432623437e-01,2.285428571428571309e-01,4.242295688009454779e-01,6.060422411442077661e-02,3.714571428571428746e-01,5.711428571428570772e-02
2.302158273381295084e-01,3.165659472422062692e-01,4.196642685851318944e-01,3.597122302158273222e-02,1.966498800959232962e-01,8.635011990407674698e-02,3.421052631578947456e-01,3.750000000000000000e-01,5.000000000000000000e-01,2.631578947368420907e-02,1.500250000000000195e-01,5.000000000000000278e-02
2.511415525114155112e-01,4.543424657534246291e-01,4.771689497716894990e-01,5.479452054794520244e-02,2.032009132420091180e-01,2.032009132420090902e-01,2.068965517241379282e-01,3.611111111111111049e-01,6.206896551724138122e-01,1.379310344827586188e-01,2.221944444444444444e-01,1.944444444444444475e-01
2.625298329355608695e-01,3.031002386634844559e-01,3.818615751789976032e-01,2.147971360381861414e-02,1.121622911694510755e-01,4.057040572792363492e-02,4.390243902439024404e-01,4.390243902439024404e-01,7.073170731707316694e-01,7.317073170731706877e-02,9.756097560975610095e-02,0.000000000000000000e+00
2.115384615384615363e-01,2.888283378746593910e-01,3.598901098901098883e-01,3.571428571428571230e-02,2.833841961852860969e-01,7.901907356948228989e-02,3.750000000000000000e-01,5.454545454545454142e-01,8.750000000000000000e-01,1.250000000000000000e-01,1.818181818181818232e-01,2.727272727272727071e-01
2.082191780821917859e-01,3.869209809264305133e-01,4.821917808219178259e-01,7.945205479452055464e-02,2.752125340599455017e-01,1.798365122615803724e-01,3.666666666666666408e-01,4.062500000000000000e-01,6.666666666666666297e-01,6.666666666666666574e-02,2.500624999999999654e-01,6.250000000000000000e-02
2.185929648241206058e-01,3.258070175438597116e-01,3.793969849246230930e-01,3.768844221105527303e-02,1.578872180451127982e-01,1.077619047619047671e-01,2.571355104139881886e-01,2.972702702702703093e-01,4.857004085597554921e-01,5.714122453644181893e-02,3.243243243243243423e-01,5.402702702702702475e-02
2.051948051948052076e-01,3.367746113989637524e-01,3.376623376623376638e-01,2.857142857142857054e-02,2.254015544041450547e-01,1.321113989637305863e-01,2.424242424242424310e-01,3.055555555555555802e-01,4.242424242424242542e-01,3.030303030303030387e-02,1.388611111111111018e-01,8.333333333333332871e-02
2.500000000000000000e-01,3.642172523961661468e-01,5.000000000000000000e-01,5.769230769230769551e-02,2.811437699680510716e-01,1.150159744408945639e-01,2.307633137611856122e-01,2.499750000000000028e-01,4.102458911309966871e-01,5.128073639137458589e-02,2.749750000000000250e-01,2.497499999999999720e-02
2.904884318766066675e-01,3.676092544987146771e-01,4.652956298200514040e-01,3.856041131105398395e-02,1.928020565552699128e-01,7.712082262210796790e-02,1.904671206133041195e-01,2.608260869565217077e-01,2.380839007666301355e-01,0.000000000000000000e+00,1.738695652173913031e-01,8.691304347826087073e-02
1.971428571428571475e-01,2.571314285714285663e-01,3.057142857142857162e-01,2.000000000000000042e-02,2.342628571428571616e-01,5.998857142857141195e-02,4.347826086956521618e-02,8.333333333333332871e-02,1.739130434782608647e-01,4.347826086956521618e-02,3.749166666666666203e-01,4.166666666666666435e-02
2.042682926829268164e-01,3.353628048780487592e-01,3.780487804878048808e-01,3.658536585365853439e-02,2.774146341463414878e-01,1.310945121951219428e-01,1.481481481481481399e-01,3.030303030303030387e-01,1.851851851851851749e-01,0.000000000000000000e+00,1.515757575757575581e-01,1.818181818181818232e-01
2.986425339366515774e-01,3.896396396396396566e-01,5.542986425339366807e-01,5.882352941176470507e-02,2.072072072072072002e-01,9.234234234234235672e-02,4.375000000000000000e-01,6.086956521739130821e-01,1.062500000000000000e+00,1.562500000000000000e-01,1.304347826086956486e-01,3.043478260869565410e-01
2.691358024691358208e-01,3.842512315270936174e-01,4.370370370370370572e-01,3.209876543209876781e-02,1.256157635467980427e-01,1.157783251231527116e-01,2.439143372847456248e-01,2.954999999999999849e-01,4.390458071125420969e-01,2.439143372847456248e-02,1.363636363636363535e-01,6.822727272727271974e-02
2.323759791122715357e-01,3.446527415143603168e-01,3.603133159268929742e-01,2.088772845953002638e-02,2.271566579634464456e-01,1.122767624020887811e-01,1.052631578947368363e-01,1.282051282051281937e-01,2.105263157894736725e-01,2.631578947368420907e-02,2.820769230769231140e-01,2.564102564102564014e-02
2.818791946308724650e-01,3.861584821428571401e-01,3.691275167785235123e-01,1.342281879194630843e-02,1.450848214285714033e-01,1.049084821428571124e-01,2.894584495552865455e-01,3.414146341463414336e-01,3.157728540603125800e-01,0.000000000000000000e+00,1.706829268292682777e-01,7.312195121951219068e-02
2.549504950495049549e-01,3.193069306930693130e-01,4.876237623762376128e-01,5.198019801980197779e-02,1.782128712871287324e-01,6.435643564356435808e-02,2.812500000000000000e-01,3.947368421052631637e-01,6.250000000000000000e-01,9.375000000000000000e-02,2.105263157894736725e-01,1.578947368421052544e-01
2.108262108262108359e-01,2.734957264957265100e-01,3.732193732193732072e-01,3.703703703703703498e-02,2.449943019943019717e-01,6.266951566951567409e-02,1.600000000000000033e-01,2.222222222222222099e-01,2.399999999999999911e-01,0.000000000000000000e+00,7.399999999999999634e-02,7.407407407407406996e-02
2.357512953367875697e-01,3.591705426356588959e-01,4.170984455958549053e-01,3.886010362694300446e-02,2.532248062015503565e-01,1.240284237726098082e-01,2.962853227658234778e-01,3.666333333333333111e-01,5.555349801859190695e-01,7.407133069145586945e-02,1.666333333333333278e-01,9.996666666666666201e-02
2.331460674157303237e-01,3.089803370786516901e-01,4.016853932584269482e-01,3.370786516853932491e-02,1.769719101123595761e-01,7.583426966292135252e-02,3.437285169676894681e-01,4.166111111111110987e-01,8.749453159177550399e-01,1.562402349853134198e-01,2.500000000000000000e-01,1.110555555555555324e-01
2.508250825082508073e-01,3.366171617161716201e-01,4.059405940594059681e-01,2.640264026402640296e-02,1.419141914191419107e-01,8.579207920792079889e-02,2.352941176470588203e-01,2.777777777777777901e-01,5.000000000000000000e-01,5.882352941176470507e-02,1.666666666666666574e-01,5.555555555555555247e-02
2.580645161290322509e-01,3.297455197132616589e-01,4.014336917562724150e-01,3.225806451612903136e-02,2.186236559139785041e-01,7.168100358422939411e-02,3.749687526039496843e-01,4.443703703703703600e-01,6.249479210065828072e-01,4.166319473377218946e-02,3.334074074074074301e-01,1.110370370370370313e-01
2.140575079872204523e-01,3.194760383386581193e-01,4.313099041533546285e-01,5.111821086261980618e-02,2.491916932907347892e-01,1.054185303514376809e-01,1.666666666666666574e-01,3.055555555555555802e-01,2.999999999999999889e-01,3.333333333333333287e-02,1.388888888888888951e-01,1.666666666666666574e-01
2.200000000000000011e-01,2.591262458471760843e-01,2.933333333333333348e-01,1.000000000000000021e-02,2.524916943521594570e-01,3.985714285714285487e-02,3.750000000000000000e-01,3.939393939393939226e-01,4.687500000000000000e-01,0.000000000000000000e+00,1.212121212121212155e-01,3.030303030303030387e-02
2.430167597765363063e-01,2.924791086350975178e-01,3.826815642458100686e-01,2.793296089385474690e-02,3.565236768802227951e-01,5.013927576601671238e-02,2.608582235554975925e-01,2.916249999999999676e-01,4.782400765184122160e-01,4.347637059258292747e-02,4.166249999999999676e-01,4.162499999999999534e-02
